web-scraper-order,web-scraper-start-url,artifact_links,artifact_links-href,artifact_metadata
1677785350-418,https://digital.libraries.uc.edu/oesper/indices/artifacts.html,HD0004,https://digital.libraries.uc.edu/oesper/museum/case15/shelf_01/HD0004/index.php,"Location: Case 15, Hardware (top shelf, center right)



Item: No. HD0004, Metal stand with assorted burette clamps


Dimensions:  Stand: 41⁄4"" x 9"" x 19""; clamps: 7""- 9"" in width 



Period Represented: Clamps span the period 1890-1920




Source: Various, including University of Cincinnati, Oberlin Historical Society, De Pauw University, and Macalester College 



Status: Original



Condition: Good to fair. Some corrosion and pitting"
1677785352-419,https://digital.libraries.uc.edu/oesper/indices/artifacts.html,MW0003,https://digital.libraries.uc.edu/oesper/museum/case17/shelf_01/MW0003/index.php,"Location: Case 17, Molecular Weight Determination  (Top shelf, right)



Item: No. MW0003, McCoy boiling-point apparatus



Inventor: H. N. McCoy, 1900


Dimensions: Without support stand: 21/4"" x 18"" x 291/2""



Period Represented: c. 1940



Manufacturer:  Etched on inner tube: FSCo, Pgh-Pa [Fisher Scientific Co., Pittsburgh, PA]



Source: Various: McCoy Apparatus: University of Wisconsin Chemistry Department; Clamps, stand and burner: University of Cincinnati Chemistry Department



Status: Restoration



Condition: Excellent"
1677785354-420,https://digital.libraries.uc.edu/oesper/indices/artifacts.html,MW0002,https://digital.libraries.uc.edu/oesper/museum/case17/shelf_01/MW0002/index.php,"Location: Case 17, Molecular Weight Determination (Top shelf, center)



Item: No. MW0002, Beckmann boiling-point apparatus



Inventor: E. Beckmann, 1889


Dimensions: Without support stand: 41/2"" x 12"" x 291/2""



Period Represented: c. 1890




Source: Various: Soxhlet globe condenser: Obelin Historical Society; Burner: De Paux University; Tripod, stand, clamp, Beckmann thermometer, addition tube, and drying tube: University of Cincinnati Chemistry Department



Status: Restoration



Condition: Excellent"
1677785356-421,https://digital.libraries.uc.edu/oesper/indices/artifacts.html,BP0003-BP0008,https://digital.libraries.uc.edu/oesper/museum/case19/shelf_02/BP0003-BP0008/index.php,"Location: Case 19, Gas and Blowpipe Analysis (Bottom shelf, center)



Item: No. BP0003-BP0008, Reagent box and assorted blowpipes


Dimensions: Reagent box: 61⁄2"" x 81⁄2"" x 14""; Assorted blowpipes: from 101⁄2"" to 8""; Charcoal block: 1⁄2"" x 1"" x 41⁄4""



Period Represented: circa 1880 



Source: Reagent box and accessories donated by William Jensen; blowpipes donated by the Oberlin Historical Society and Rudy Thomas 



Status: Restoration



Condition: Very good"
1677785358-422,https://digital.libraries.uc.edu/oesper/indices/artifacts.html,BP0001,https://digital.libraries.uc.edu/oesper/museum/case19/shelf_02/BP0001/index.php,"Location: Case 19, Gas and Blowpipe Analysis  (Bottom shelf, left)



Item: No. BP0001, Burner with adaptor and plate for blowpipe analysis and assorted accessories


Dimensions: Burner and porcelain plate: 71⁄2"" x 71⁄2"";  Reagent bottles: 11⁄2"" x 3""; Unglazed scratch plate: 21⁄4"" x 21⁄4""; Blowpipe: 71⁄2""




Period Represented: 1880 




Source: Various: burner adapter donated by the University of Cincinnati Chemistry Department; porcelain plate holder, blowpipes and reagent bottles donated by Oberlin Historical Society; burner donated by Ohio College of Applied Science; accessories donated by William Jensen 



Status: Restoration



Condition: Good. Porcelain burner plate is cracked"
1677785360-423,https://digital.libraries.uc.edu/oesper/indices/artifacts.html,GL0001-GL0006,https://digital.libraries.uc.edu/oesper/museum/case06/shelf_01/GL0001-GL0006/index.php,"Location: Case 06, Basic Apparatus (Top shelf)



Item: No. GL0001-GL0006, Assorted lime glass and early borosilicate glass beakers



Inventor: The tall-form beaker was popularized by J. J. Berzelius in the early 19th century, and the short-form beaker by J. J. Griffin in the mid19th century


Dimensions: Lime glass: 400 mL - 50 mL; Borosilicate glass: 400 mL - 250 mL



Period Represented: Lime glass: c. 1890; Borosilicate glass: c. 1920



Manufacturer: Lime glass: unknown; Borosilicate glass: Corning Glass – all have the original 1916 green Pyrex mark



Source: Lime glass Berzelian beakers donated by Bert Ramsay, Eastern Michigan University-Ypsilanti, early Pyrex Griffin beakers donated by the Chemistry Department of the University of Cincinnati 



Status: Original



Condition: Excellent"
1677785362-424,https://digital.libraries.uc.edu/oesper/indices/artifacts.html,SG0012,https://digital.libraries.uc.edu/oesper/museum/case05/shelf_01/SG0012/index.php,"Location: Case 05, Specific Gravity and Volumetric Apparatus (Top shelf, far right)



Item: No. SG0012, Student specific gravity balance


Dimensions: 4"" x 91⁄2 "" x 16"" 



Period Represented: c. 1880 



Manufacturer: Cast into the base: Knott App. Co. Boston 



Source: Donated by the University of Cincinnati Physics Department 



Status: Original



Condition: Excellent"
1677785364-425,https://digital.libraries.uc.edu/oesper/indices/artifacts.html,SG0011,https://digital.libraries.uc.edu/oesper/museum/case05/shelf_01/SG0011/index.php,"Location: Case 05, Specific Gravity and Volumetric Apparatus (Top shelf, right)



Item: No. SG0011,  Westphal specific gravity balance 


Dimensions: 21⁄2"" x 8"" x 81⁄2""



Period Represented: c. 1880 



Manufacturer: Float says Körper n. Rieman 



Source: Donated by Bert Ramsay, Michigan State University-Ypsilanti Chemistry Department



Status: Original



Condition: Excellent"
1677785366-426,https://digital.libraries.uc.edu/oesper/indices/artifacts.html,B0017,https://digital.libraries.uc.edu/oesper/museum/case03/shelf_03/B0017/index.php,"Location: Case 03, Balances III (Bottom shelf, center)



Item: No. B0017, Bunge short-beam balance with calibrated aluminum beam,chemical proof black glass base, air dampers, scale magnifier, automatic button weight changers (10-500 mg) and hinged side doors


Dimensions: Pans: 3"", Post: 12.5"". Beam: 6"", Case: 11.5"" x 15"" x 19.5""



Period Represented: circa 1920



Manufacturer: Scale board reads:""Sartorius Werk, Göttingen"", Metal Plate on door reads: ""Satorius Werk, Made in Germany, Göttingen""  Serial No. 41212



Source: Donated by William Gilbert, University of Cincinnati Chemistry Department



Status: Original



Condition: Excellent Condition"
1677785368-427,https://digital.libraries.uc.edu/oesper/indices/artifacts.html,B0016,https://digital.libraries.uc.edu/oesper/museum/case03/shelf_02/B0016/index.php,"Location: Case 03, Balances III (Center Shelf)



Item: No. B0016, Chainomatic analytical balance with black glass base and weight drawer



Inventor: C. Becker


Dimensions: Pans: 2.25"", Post: 9.75"". Beam: 9.5"", Case: 9"" x 16.5"" x  18.5""



Period Represented: circa 1916-1920



Manufacturer: Scale board reads:  ""Chainomatic, Christian Becker."" Plate reads ""Serial No. B-11050, U.S. Patent Number 1,203,686, 7 Nov. 1916.""
Certificate in drawer reads ""Packer V. L. 7-1-1920.  Christian Becker, Inc., 147-151 Eighth Steet, Jersey City, NJ.""




Source: Donated by Brad Glorvigen, University of St. Thomas, St. Paul, MN.



Status: Original 



Condition: Excellent. Some molding missing on back side"
1677785370-428,https://digital.libraries.uc.edu/oesper/indices/artifacts.html,B0015,https://digital.libraries.uc.edu/oesper/museum/case03/shelf_01/B0015/index.php,"Location: Case 03, Balances III (Top shelf, right)



Item: No. B0015, Boxed platform torsion balance with single slide scale (0-10 grains in 0.1 grain increments or 0-65 centigrams in 0.1 Cg increments). Metal and glass case with external release knob, external slide control, and leveling screws.



Inventor: Alfred Springer


Dimensions: Pans: 3"", Beam: 7.5"", Box: 5"" x 6.5"" x 12""



Period Represented: circa 1910-1920



Manufacturer: Plate on front: ""Torsion Balance Co., New York, Class A, Style 269, No. 26318, Capacity 120 grams""



Source: Oesper Purchase



Status: Original 



Condition:  Excellent. Some minor pitting on metal parts of case"
1677785372-429,https://digital.libraries.uc.edu/oesper/indices/artifacts.html,B0014,https://digital.libraries.uc.edu/oesper/museum/case03/shelf_01/B0014/index.php,"Location: Case 03, Balances III (Top shelf, center)



Item: No. B0014, Single-pan suspension balance with triple beam sliding scales (0-160 grams in 10 g increments, 0-10 grams in 1 g increments, 0-1 grams in 0.01 g increments)


Dimensions: Pans: 4"", Beam: 11.5"", Height: 11.75"", Metal base:  4"" x 12""



Period Represented: 1940s



Manufacturer: Beam stamped PATENT 1872465



Source: Donated by the University of Cincinnati Chemistry Department



Status: Original 



Condition: Excellent"
1677785375-430,https://digital.libraries.uc.edu/oesper/indices/artifacts.html,B0013,https://digital.libraries.uc.edu/oesper/museum/case03/shelf_01/B0013/index.php,"Location: Case 03, Balances III (Top shelf, left)



Item: No. B0013, Single-pan platform balance with triple beam sliding scales (0-500 grams in 100 g increments, 0-100 grams in 10 g increments, 0-10 grams in 0.1 g increments) plus extra 500 gram weight with hook


Dimensions: Pans: 5.5"", Beam: 12.5"", Height: 5.5"", Cast-iron base:  3.5"" x 13.5""



Period Represented: circa 1940



Manufacturer: Plate on front: ""Fisher Scientific, Pittsburg""



Source: Donated by the University of Cincinnati Physics Department



Status: Original 



Condition: Good"
1677785377-431,https://digital.libraries.uc.edu/oesper/indices/artifacts.html,B0010,https://digital.libraries.uc.edu/oesper/museum/case02/shelf_03/B0010/index.php,"Location: Case 02, Balances II (Bottom shelf, center)



Item: No. B0010, Bunge short-beam balance with calibrated aluminum beam, chemical proof black glass base and plumb bob for leveling.  Front door uses a ratchet system rather than counterweights.  Side doors also open on hinges



Inventor: Paul Bunge, circa 1866



Dimensions: Pans: 2.75"", Post: 11"". Beam: 6"", Case: 10"" x 13.5"" x 16.5""



Period Represented: circa 1870-1880



Manufacturer: Scale board reads:""Patent. F. Satorius, Gottingen""


Source: Donated by G. C. Dehne, Capital University, Columbus OH.  Decal indicates that it originally belonged to Purdue University and was last calibrated on 8/16/1946



Status: Original



Condition: Very good. Some tarnish on pans"
1677785379-432,https://digital.libraries.uc.edu/oesper/indices/artifacts.html,B0009,https://digital.libraries.uc.edu/oesper/museum/case02/shelf_02/B0009/index.php,"Location: Case 02, Balances II (Center shelf)



Item: No. B0009, Long-beam analytical balance, with ivory case knobs. Brass beam uncalibrated



Dimensions: Pans: 2.25"", Post: 9.5"". Beam: 10.25"", Case: 9.13"" x 15.5"" x 19.5""



Period Represented: circa 1860



Manufacturer: Scale board reads:  ""Becker & Sons, New  York""


Source: Donated by DePauw University, Greencastle, IN.



Status: Original 



Condition: Fair. Chemical damage to wooden base. Glass missing from rear window"
1677785381-433,https://digital.libraries.uc.edu/oesper/indices/artifacts.html,B0008,https://digital.libraries.uc.edu/oesper/museum/case02/shelf_01/B0008/index.php,"Location: Case 02, Balances II (Top shelf, right)



Item: No. B0008, Double-pan platform box balance.  Wood case with marble surface and external release knob



Dimensions: Pans: 2.75"", Box: 5.75"" x 6.5"" x 13""



Period Represented: circa 1890-1900



Manufacturer: Plate on front: ""Henry Troemner Maker, Philadelphia, PA, Cap. 1 oz, Class B,  NYC App'd Type No. 17.  Serial No. W-2""


Source: On loan from W. B. Jensen



Status: Original



Condition: Good. Some pitting of marble but otherwise very good"
1677785383-434,https://digital.libraries.uc.edu/oesper/indices/artifacts.html,B0007,https://digital.libraries.uc.edu/oesper/museum/case02/shelf_01/B0007/index.php,"Location: Case 02, Balances II (Top shelf, center)



Item: No. B0007, Double-pan platform balance (Harvard Trip Balance) with white glass pans and single slide scale (0-10 grams calibrated to the nearest tenth)


Dimensions: Pans: 6"", Beam: 8.5"", Height: 6"", Cast-iron base:  4"" x 10.5""



Period Represented: circa 1920-1930



Manufacturer: Plate on front: ""Newark Scale Works, Newark, NJ. Ohaus, Sargent and Co., Chicago, IL.""



Source: Wausau Senior High School, Wausau, WI.  On loan from W. B. Jensen



Status: Original



Condition: Good. Some pitting on frame but otherwise very good"
1677785385-435,https://digital.libraries.uc.edu/oesper/indices/artifacts.html,B0006,https://digital.libraries.uc.edu/oesper/museum/case02/shelf_01/B0006/index.php,"Location: Case 02, Balances II (Top shelf, left)



Item: No. B0006, Double-pan platform balance with wooden weight rack (containing 2, 1, 0.5 and 0.25 troy ounce weights) and single slide scale (0-120 grains or 0-8 grams). Left pan is removable




Dimensions: Pans: 4"", Beam: 7.5"", Height: 8"", Cast-iron base: 3"" x 10""



Period Represented: circa 1890



Manufacturer: Plate on back: ""Henry Troemner, Maker, Philadelphia, Cap. 4 oz, No. 6.""  Point scale: ""Henry Troemner, Philadelphia""


Use: See period descriptions



Source: Oesper Purchase



Status: Original. Left pan is not original



Condition: Good. Some pitting of pans, otherwise very good"
1677785387-436,https://digital.libraries.uc.edu/oesper/indices/artifacts.html,B0005,https://digital.libraries.uc.edu/oesper/museum/case01/shelf_02/B0005/index.php,"Location: Case 01, Balances I (Bottom Shelf, right)



Item: No. B0005, Army prescription balance with weights in drachms and grains



Inventor: Traditional


Dimensions: Post: 12"", Beam: 8"", Pans: 3"", Wooden base: 2"" x 5"" x 10""



Period Represented: circa 1850



Manufacturer: Unknown but proabably British



Source: Oesper Purchase



Status: Original



Condition: Excellent. Glass pan is a modern replacement"
1677785389-437,https://digital.libraries.uc.edu/oesper/indices/artifacts.html,B0003,https://digital.libraries.uc.edu/oesper/museum/case01/shelf_02/B0003/index.php,"Location: Case 01, Balances I (Bottom shelf, left)



Item: No. B0003, Brass balance with lever release



Inventor: Traditional.  Design resembles that of several large 18th-century 
French balances


Dimensions: Post: 23"", Beam: 15"", Pans: 8""





Period Represented: circa 1880



Manufacturer: L. Mattwood, BHAM (Birmingham England).  Class B. Probably sold 
for use in commerical shops




Source: Oesper Purchase




Status: Original. Metric weights added from Oesper Collections



Condition: Very good. Some tarnishing"
1677785391-438,https://digital.libraries.uc.edu/oesper/indices/artifacts.html,B0002,https://digital.libraries.uc.edu/oesper/museum/case01/shelf_01/B0002/index.php,"Location: Case 01, Balances I (Top shelf, right)



Item: No. B0002, Hand-held coin balance, brass coin weights, and wooden box



Inventor: Traditional. Design goes back to ancient Mesopotamia and Egypt


Dimensions: Beam: 4.5"", Pans: 1.25"", Wooden Box: 7⁄8"" x 2.5"" x 5""





Period Represented: circa 1650



Manufacturer: Impressed seal on cover of box (two doves facing one another) 
and the name Friedrich Däuber indicate that it was made in Nuremberg Germany 
sometime in the mid 17th century




Source: Donated by G. C. Dehne of Capital University, Columbus, OH.




Status: Original



Condition: Good. One hinge on box is broken. The support cords for the pans 
are probably modern replacements"
1677785393-439,https://digital.libraries.uc.edu/oesper/indices/artifacts.html,B0001,https://digital.libraries.uc.edu/oesper/museum/case01/shelf_01/B0001/index.php,"Location: Case 01, Balances I (Top shelf, left)



Item: No. B0001, Single-pan steelyard



Inventor: Traditional. Design goes back to the Romans


Dimensions: Beam: 18.5"", Pan: 8""





Period Represented: circa 1900




Source: Donated by Paul Otto




Status: Beam and weight are original, pan is a later addition



Condition: Fair.  Extensive corrosion"
1677785395-440,https://digital.libraries.uc.edu/oesper/indices/artifacts.html,A00012,https://digital.libraries.uc.edu/oesper/museum/case04/shelf_04/A00012/index.php,"Location: Case 04, Heating Devices and Assaying Equipment (Bottom shelf, right)



Item: No. A00012, Fused silica crucible with lid



Dimensions: 1.5"" x 1.88""



Period Represented: circa 1912




Source: Donated by the University of Wisconsin Chemistry Department



Status: Original



Condition:  Excellent"
1677785397-441,https://digital.libraries.uc.edu/oesper/indices/artifacts.html,A00011,https://digital.libraries.uc.edu/oesper/museum/case04/shelf_04/A00011/index.php,"Location: Case 04, Heating Devices and Assaying Equipment (Bottom shelf, right)



Item: No. A00011, Electric cupel furnace with two bone-ash cupels and their copper holders



Dimensions: Furnace: Marble base 8"" x 8"", height 7"", Cupels: 7⁄8"" x 1""



Period Represented: circa 1910



Manufacturer: Furnace: Plate on front reads ""THE PELTON. Manufactured by Pelton & Crane, Pat. Pend., Detroit Mich., USA""



Source: Furnace donated by William B. Jensen, cupels donated by The Oberlin Historical Society



Status: Original



Condition: Good  to fair. Extensive pitting on front plate of furnace. Some insulation on underside of marble base broken away"
1677785399-442,https://digital.libraries.uc.edu/oesper/indices/artifacts.html,A00010,https://digital.libraries.uc.edu/oesper/museum/case04/shelf_04/A00010/index.php,"Location: Case 04, Heating Devices and Assaying Equipment (Bottom shelf, center front)



Item: No. A00010, Nest of four Hessian sand crucibles



Inventor: Form dates back at least to the 16th century, if not earlier


Dimensions: 2.5"" x 3.25"", 1.75"" x 2.5"" x 3.25"" , 1.25"" x 2"", 1"" x 1.37""



Period Represented: circa 1880




Source: Donated by Wausau Senior High School, Wausau Wisconsin, and by the University of Wisconsin Chemistry Department



Status: Original



Condition: Excellent to good"
1677785401-443,https://digital.libraries.uc.edu/oesper/indices/artifacts.html,A0009,https://digital.libraries.uc.edu/oesper/museum/case04/shelf_04/A0009/index.php,"Location: Case 04, Heating Devices and Assaying Equipment (Bottom shelf, center front)



Item: No. A0009, Nest of four earthenware scorification dishes



Dimensions: smallest: 21⁄4"" diameter; largest 4"" diameter



Period Represented: circa 1880



Manufacturer: 3"" dish has ""DFC 56"" impressed on side, 3.5"" dish has ""BATTERSEA WORKS ENGLAND 3 1⁄2"" impressed on bottom



Source: Donated by the Oberlin Historical Society



Status: Original



Condition: Excellent to good"
1677785403-444,https://digital.libraries.uc.edu/oesper/indices/artifacts.html,A0006-A0008,https://digital.libraries.uc.edu/oesper/museum/case04/shelf_04/A0006-A0008/index.php,"Location: Case 04, Heating Devices and Assaying Equipment (Bottom shelf, center middle range)



Item: No. A0006-A0008, Three medium fire-clay crucibles


Dimensions: 2.25"" x 4"", 2.25"" x 3"", 2"" x 2.75""



Period Represented: circa 1880



Source: Donated by the Oberlin Historical Society



Status: Original



Condition: Excellent to fair"
1677785406-445,https://digital.libraries.uc.edu/oesper/indices/artifacts.html,A0003-A0005,https://digital.libraries.uc.edu/oesper/museum/case04/shelf_04/A0003-A0005/index.php,"Location: Case 04, Heating Devices and Assaying Equipment (Bottom shelf, center rear)



Item: No. A0003-A0005, Large fire-clay crucible [A0003], large cast-iron crucible [A0004], cast-iron ladle [A0005]



Dimensions: A0003: 5.25"" x 8"", A0004: 4.25"" x 5"", A0005: 3.37"" x 12""



Period Represented: circa 1880



Manufacturer: A0005 has ""JUMBO 3"" cast on the underside of the handle



Source: Crucibles donated by the Oberlin Historical Society, Ladle donated by William B. Jensen



Status: Original



Condition: Excellent to fair. Cast-iron crucible has extensive internal and external corrosion"
1677785408-446,https://digital.libraries.uc.edu/oesper/indices/artifacts.html,A0001-A0002,https://digital.libraries.uc.edu/oesper/museum/case04/shelf_04/A0001-A0002/index.php,"Location: Case 04, Heating Devices and Assaying Equipment (Bottom shelf, left)



Item: No. A0001-A0002, Charcoal muffle furnace and large spare furnace muffle



Dimensions: Furnace: 6.75"" x 7.5"" x 7.5""   Spare Muffle: 3"" x 4.74"" x 8""



Period Represented: 1880



Manufacturer: Furnace: Internal Muffle has ""3 B.C.M.OO BUFFALO NY"" impressed on side,  Large muffle has ""C DENVER FIRE CLAY"" impressed on side



Source: Furnace donated by O.B. Ramsay, Department of Chemistry, Eastern Michigan University-Ypsilanti, Large muffle donated by the Oberlin Historical Society



Status: Original



Condition: Furnace: fair. Extensive corrosion of metal band, chimney and ash pit sections are missing: Spare muffle: excellent, essentially unused"
1677785410-447,https://digital.libraries.uc.edu/oesper/indices/artifacts.html,DS0010-DS0011,https://digital.libraries.uc.edu/oesper/museum/case09/shelf_01/DS0010-DS0011/index.php,"Location: Case 09, Distillation III  (Top shelf, center and right)



Item: No. DS0010-DS0011, Assorted flat-bottom alembics



Inventor: Alembics originate in 2nd century AD Alexandria


Dimensions: Center: 4"" x 9"" x 103⁄4""; Far right: 4"" x 8"" x 8""



Period Represented: Early 19th century



Source: Donated by W, B. Jensen



Status: Reproduction



Condition: Excellent"
1677785412-448,https://digital.libraries.uc.edu/oesper/indices/artifacts.html,DS0009,https://digital.libraries.uc.edu/oesper/museum/case09/shelf_01/DS0009/index.php,"Location: Case 09, Distillation III  (Top shelf, left)



Item: No. DS0009, Round-bottom alembic with woven support ring



Inventor: Alembics originate in 2nd century AD Alexandria


Dimensions: 63⁄4"" x 73⁄4"" x 13"" 



Period Represented: 17th century



Source: Donated by W. B. Jensen



Status: Reproduction



Condition: Good. Some repair of the beak near the tip"
1677785414-449,https://digital.libraries.uc.edu/oesper/indices/artifacts.html,H0005,https://digital.libraries.uc.edu/oesper/museum/case04/shelf_01/H0005/index.php,"Location: Case 04, Heating Devices and Assaying Equipment (Top shelf, right)



Item: No. H0005, Barthel's patent wickless blast lamp for methylated spirits with tin alcohol reservoir.  Brass barrel, cast iron base, and wooden hand grip on fuel feed



Inventor: Barthel


Dimensions: Burner: 3"" x 7.5"", Reservoir: 3.5"" x 11""



Period Represented: circa 1890



Manufacturer: Reservoir carries the label: ""Cambridge Botanical Supply, Laboratory Equipment, Waverly, Mass""



Source: Burner donated by the University of Wisconsin Chemistry Department, Reservoir donated by the Oberlin Historical Society



Status: Original  



Condition: Fair. Some loss of paint on tin reservior and wooden hand grip on burner is cracked"
1677785416-450,https://digital.libraries.uc.edu/oesper/indices/artifacts.html,H0001-H0004,https://digital.libraries.uc.edu/oesper/museum/case04/shelf_01/H0001-H0004/index.php,"Location: Case 04, Heating Devices and Assaying Equipment (Top shelf, left)



Item: No. H0001-H0004, Alcohol or spirit wick lamps



Inventor: Unknown.  First introduced into laboratory practice in the 18th century


Dimensions: H0001: 3.5"" x 4"", H0002: 2.13"" x 3.25"", H0003: 2.5"" x 4"", H0004: 2.5"" x 5.5""



Period Represented: H0001: circa 1860, H0002: circa 1880, H0003: circa 1910, H0004: 1896



Manufacturer: No manufacturer's marks save for H0004 which has ""PAT. SEP.
14 1880 AND MARCH 14 1896"" molded into the glass



Source: Donated by (H0001) Oberlin Historical Society, (H0002) W. B. Jensen, (H0003) P. Otto, and (H0004) S. C. Jensen



Status: Original  



Condition: Fair to good. H0001 is missing glass cap and glass stopper for side opening has been replaced; H0003 is missing metal cap"
1677785418-451,https://digital.libraries.uc.edu/oesper/indices/artifacts.html,DS0014,https://digital.libraries.uc.edu/oesper/museum/case09/shelf_03/DS0014/index.php,"Location: Case 09, Distillation III (Bottom shelf)



Item: No. DS0014, Large lime-glass retort with receiver, alcohol lamp, cast-iron stands, and woven support ring


Dimensions: Entire array: 8"" x 17"" x 26"" 



Period Represented: c. 1860




Source: Retort, receiver and alcohol lamp donated by the Oberlin College , metal clamps and stands donated by the University of Cincinnati Chemistry Department



Status: Original



Condition: Excellent to good. Metal stands have some corrosion pitting"
1677785420-452,https://digital.libraries.uc.edu/oesper/indices/artifacts.html,DS0007,https://digital.libraries.uc.edu/oesper/museum/case08/shelf_02/DS0007/index.php,"Location: Case 08, Distillation II (Bottom shelf, center)



Item: No. DS0007, Complete Liebig distillation train



Inventor: Justus Liebig, 1843


Dimensions: Entire array: 15"" x 36"" x 381⁄2""



Period Represented: c. 1850



Source: Donated by W.B. Jensen



Status: Restoration by R. Thomas



Condition: Excellent"
1677785422-453,https://digital.libraries.uc.edu/oesper/indices/artifacts.html,BP0009,https://digital.libraries.uc.edu/oesper/museum/case19/shelf_02/BP0009/index.php,"Location: Case 19, Gas and Blowpipe Analysis (Bottom shelf, right)



Item: No. BP0009, Berzelius lamp and assorted apparatus



Inventor:  J. J. Berzelius, 1820 


Dimensions: Berzelius lamp: 6"" x 9""; Spirit lamp: 2"" x 31⁄2""; Hammer: 3"" x 51⁄2""; Anvil: 2"" x 3""



Period Represented: circa 1880 



Manufacturer: Base of stand: W.I. Rohrbeck, Berlin 



Source: Various. Berzelius lamp donated by Oberlin Historical Society, hammer and magnet by Paul Otto, Wausau, WI 



Status: Restoration



Condition: Fair. Hammer is corroded and there is extensive tarnishing of the brass Berzelius lamp"
1677785424-454,https://digital.libraries.uc.edu/oesper/indices/artifacts.html,CA0011,https://digital.libraries.uc.edu/oesper/museum/case10/shelf_02/CA0011/index.php,"Location: Case 10, Combustion Analysis (Middle shelf)



Item: No. CA0011, Assorted absorption bulbs (Front: Liebig potash bulb, Rear: Giessler / Mohr potash bulb)



Inventor: J. Liebig, 1839 


Dimensions: Stand: 14"" x 171⁄2"" 



Period Represented: c. 1850-1900 




Source: Absorption bulbs original, reproduction stand by Rudy Thomas 



Status: Restoration



Condition: Excellent"
1677785426-455,https://digital.libraries.uc.edu/oesper/indices/artifacts.html,CA0001-CA0008,https://digital.libraries.uc.edu/oesper/museum/case10/shelf_01/CA0001-CA0008/index.php,"Location: Case 10, Combustion Analysis (Top shelf, left)



Item: No. CA0001-CA0008, Assorted absorption and drying towers for both solid and liquid absorbents


Dimensions: Various: from 31⁄2"" x 14"" down to 11⁄8"" x 41⁄4""



Period Represented: c. 1890-1940 



Manufacturer: Various 



Source: Various 



Status: Original



Condition: Excellent to fair"
